2.002592536761348629e+00 -1.626713130115592376e-01 1.943224741249182319e+00 1.503034755179776027e+00 -7.985567110349173214e-02 3.348174324031428783e-01 1.222935166217008707e+00 -6.876059387654950283e-01 7.414664285468353100e-01 -2.128193079274831145e+00 9.756254214866506569e-01 -8.837428386324382990e-01 2.133143181800958299e-01 5.627672843916193823e-01 -3.143723141335966753e-01 1.478199932400310779e+00 2.392420500913139680e-01 6.410770026933091392e-01 -1.882283005411002907e+00 -4.131408411695732252e-01
4.637036682957310640e-01 1.563883660702491074e+00 1.531361754893646038e-02 -1.143681556928300092e+00 -1.304978096275055011e+00 5.069681576880130658e-01 9.142922152368309074e-01 -8.658246237966767955e-01 1.356897953822463754e-01 2.663747150709835365e-01 1.099729893381608814e-01 -1.207564630177401233e+00 1.423959154406748973e-01 7.358182809325750640e-01 -1.375859984510442668e+00 2.530053070556451469e-02 -2.032970038751930053e-01 2.371654383429099511e+00 -7.103857968666750233e-01 -7.902646784682436643e-01
-1.947991375370452749e+00 -1.902692017198228669e+00 8.145749935986470458e-01 1.046091982862805914e+00 -2.843413819913425677e-01 3.363192787382151550e-01 -1.441255230089816486e+00 3.228321188559270527e-01 9.823211378654806980e-01 2.000438456774937812e-01 -4.506963902373983255e-01 -2.699010616122440864e-01 2.660298606528984089e-01 3.850823808818341076e-01 1.513691128137069519e+00 -1.592740594944507260e-01 8.064709363119784702e-02 1.274570424352038933e-01 -2.840638320069479028e-01 -4.159259031363257142e-01
1.036391173723099302e+00 -1.096460480786267677e-01 -9.790151865185172664e-01 -1.677599818207581084e+00 -3.248501349000924576e-01 1.554339942688186094e+00 -1.738023064873533086e+00 8.785923590674327155e-01 1.439202965789271538e+00 2.648961393243646434e+00 -2.089867819083934375e+00 1.652638043685877411e+00 1.432923675560061394e+00 1.023929546231185483e+00 5.987051051033456250e-01 4.862788266447965468e-01 1.964498857986715308e+00 4.518821791146750838e-02 -6.620484374589133969e-01 -5.435263842756242747e-01
8.548354156269609705e-01 1.763697178317397141e+00 -5.585769814504883968e-01 -1.608252353694927583e+00 -2.125344645060497584e+00 1.419939293324463003e+00 7.278566715431726841e-01 -1.293136919451042255e-01 1.218095973226783979e+00 7.836857202361789954e-01 2.399585102932126346e-01 5.467664020490748539e-02 6.437524201271179747e-01 -4.274755267493607347e-02 -5.239785339856636304e-01 1.933884512786387511e+00 8.624739325268385715e-01 -1.647973735666364181e+00 -2.645118420428887659e-02 1.356675922313838933e+00
8.774348649680663303e-01 3.790867261344770256e-01 5.834978144270610567e-01 1.174844552856122659e+00 -1.094052949104643568e+00 -9.857033881669514663e-01 1.604420508237274223e+00 2.525019802889776066e-02 -1.389470442931977523e+00 -2.139116865286498914e+00 3.329718469354671639e-01 9.552929080157833430e-02 9.571137897474627509e-01 -1.370286426299893057e+00 2.000516219351149982e-01 6.475026304180800940e-01 -1.498914267703634617e-01 2.638544604919328407e-01 -3.437589486511620218e-01 -6.125307867302302034e-01
2.966806649137752605e-01 2.256574934978589297e+00 -2.003229744029398685e+00 -1.856922222801459466e+00 -1.075743326954891055e+00 6.509749373063562494e-01 1.122450478936752871e+00 -1.816054882933106018e+00 9.757762103797271713e-01 6.980045726909469561e-01 1.859110784251335913e+00 2.322000188125907527e-01 -5.188081267476779557e-01 1.663564340609290593e+00 -4.742727614782590861e-01 1.220281334740823953e-01 -5.879716697147303606e-01 4.073399020612539778e-01 -8.872588139313283273e-01 4.023749192548063403e-01
2.871431171826294149e-01 6.851122894211377767e-01 5.455924796834882295e-01 1.048114088101687713e+00 4.999864140982266530e-02 3.488247785042367655e-01 1.875769520864297268e+00 -6.087483055968417878e-01 9.161569502743052151e-01 -2.234304503585791579e+00 1.172959139286062991e+00 -6.164241232077899424e-02 3.534615463553253401e-01 -1.271430482309684695e+00 -8.425113551651940424e-01 -4.861414517717494999e-01 1.584544538671635028e+00 -9.067439360761533340e-01 -3.103666534587726789e-01 -1.264125220548852235e+00
1.757845702267590626e+00 1.901453624006188559e+00 5.160831851191158837e-01 -1.488519767526951032e+00 1.353085138650340413e+00 -2.687344688124251757e+00 1.018349291622950847e+00 -1.098034065236762169e+00 1.112183661781227295e+00 4.725538139848836083e-01 -6.304838587640481107e-01 -6.603275338288664420e-01 -8.751458164067009715e-01 3.250725282615473666e-01 -1.168084786163480437e+00 -4.617851014775424812e-01 1.338103878188616480e-02 3.365905379264534925e-01 2.748389620401000322e+00 -3.354034754826776266e-01
8.546685512916104566e-01 2.928040082524745458e-01 -1.811194536756077555e+00 1.196221841062021340e+00 -7.418343312402500001e-01 4.609916226046776311e-01 1.514245660492810952e+00 1.062081333603397848e+00 -1.603553991237500753e+00 -2.090495454997180147e+00 8.720957228182150967e-02 -8.827869388268189121e-02 1.113516942157866785e+00 8.781635898930542083e-01 5.675530072680270433e-01 -1.965117288839092646e+00 1.600293320183141965e+00 1.149513130267775907e+00 -4.119888998014781811e-01 -1.362246993004763373e+00
-1.619343746978620935e+00 -2.456083268521358498e-02 6.622032602209467766e-01 -1.441197897297631592e+00 -3.657652956001123945e-01 1.959057042621401346e+00 -1.403901744086581083e+00 1.735442121728430154e+00 -5.360689510041514172e-01 2.210255966950859907e+00 3.090003874314664611e-01 9.563619504442029129e-01 1.756814170399195740e-01 1.447246136919251525e+00 -1.684647268831310774e-01 7.889902898873851766e-01 6.298467443429504042e-01 -5.496883355699930251e-02 7.029241171287594625e-01 1.621744393431871156e+00
-1.024960823255100482e-02 2.275578752979416919e-01 -1.563879593269097146e-01 1.364152879035523069e+00 2.854731519600856027e-01 9.358389149773714832e-01 1.590581319830078222e+00 1.295535738847626739e+00 -2.285375739622963476e+00 -2.284050100930125726e+00 3.170943383366233714e-01 7.607648075328284909e-01 -1.283253237087050302e-01 2.120570977278602165e-01 3.307750332676745453e-01 1.858398796722838364e+00 -2.491728587986240528e-01 5.349952713437787777e-01 -2.786038986852409360e-01 4.770435804012770377e-03
1.617323515896018638e+00 1.684964522369351902e+00 -2.288140138835432491e-01 -1.047378691811723161e+00 -2.655007460044537249e-01 -7.112436403894449866e-01 1.161110741226458076e+00 -8.226046235879815038e-02 4.442522806906430421e-01 6.467011187168414388e-03 9.202221936131783631e-01 2.465609452450868710e-01 8.253433285769515293e-02 -4.120792608177800131e-01 8.741104571253830446e-01 3.946274905744455164e-01 1.177648617239816620e+00 2.424399253455580480e-02 5.111967951306896352e-02 -1.067979224200569677e+00
8.240168994903317445e-01 1.383481810955484059e+00 1.547087735200529390e-01 -1.889033797400552217e+00 -3.888987554034183947e-01 -1.380331928872608804e+00 -2.660243531225425784e-02 -1.038804019968262216e+00 -4.533574681334490708e-01 1.567021135168795265e+00 -1.862791429697119305e-01 2.358632058627123662e-01 9.693214659345356088e-01 -1.607453881482607150e+00 -1.818369484078150577e+00 1.227970379618162355e-01 1.031827850105411004e+00 3.938788817445804669e-01 9.057507935021661405e-01 -1.124759564695010150e+00
1.161713052962993764e+00 -1.304087465967977533e+00 -1.706578792675566225e+00 -5.605110908192645347e-02 -8.834320144650355255e-02 3.464117426883980833e-01 -1.723974328731249228e+00 -1.479941270820125832e+00 1.701751529818504416e+00 1.310272930116560985e+00 -3.840194394755007679e-01 2.196624676654728159e+00 2.230757803313770937e-01 5.330518778719111062e-01 4.739254944935175073e-01 -3.734814810209233782e-01 -1.368854112994454697e+00 2.059850339430385202e-01 -1.596321170495270225e+00 5.479359296310869487e-01
4.630191399122595697e-01 9.200682875078473044e-01 1.107940785187668586e+00 -3.200129098188038146e-01 -9.413980006320749050e-01 1.168107019930643364e+00 8.739057294678664878e-01 -8.524788926240761677e-01 -2.103599542890063123e+00 -3.787617018819188219e-01 -1.450627298083901895e+00 4.284455414758209235e-01 -1.142226086379794614e+00 7.417135511047298069e-01 6.983196053570663864e-01 1.220168870360462066e+00 2.715367772123706835e-01 -4.871081194343679921e-01 1.836445525219046138e+00 1.374535145623120513e+00
-3.604847275913842797e-01 1.062126778971148600e-01 1.225447803694022841e+00 1.358272185572903412e+00 1.813555273188583561e+00 5.371949185289407458e-01 1.429532285608320574e+00 1.250200312156656279e+00 1.226659219828975633e+00 -2.161119915807267589e+00 5.135071776368851371e-01 -3.118620774878831312e-02 3.794480888369093363e-01 -6.800101595099596885e-01 1.270408947114720632e+00 1.729326622460866547e+00 3.083617132286779472e-01 3.105560495201536986e-01 -5.450747603049912460e-01 -2.310900580599780096e-01
-6.605081018713501728e-02 -3.215856752635669613e-01 -1.640571456734715716e-01 1.490577411251310602e+00 -6.158408998978358584e-01 -7.883011499415022438e-01 1.007495385868643289e+00 -2.952018365746407191e-01 -3.623540918795907784e-01 -1.959985309926629560e+00 -1.646111157133414160e+00 -8.347548160951566709e-01 -1.765085632139712368e-01 -1.067789431925903365e+00 -9.753596068649222905e-02 -1.510855020811842087e+00 -1.814378285929913348e+00 -7.365778617450567944e-01 9.456170381603759001e-01 1.724602058025895834e+00
2.760424488894177575e+00 2.163684630484595139e+00 1.574253553233327940e+00 -1.895690482946235100e+00 -1.581376020847886643e+00 -6.087126545073798800e-01 9.665350051837624523e-01 1.075661727066228313e+00 1.872995207676584339e-01 8.441115741164612052e-01 1.068566119550207860e+00 5.272292044505455522e-01 2.824813020561458554e-01 1.242791309114375187e+00 7.086362448868346320e-01 -4.278578518320884094e-01 -7.339162207482193834e-01 2.236342033681268937e-01 7.959626353546012112e-01 1.005288595438046828e+00
-1.575031925507754671e-01 -2.708403021917016873e-01 9.665573465623350513e-01 9.385788272046572400e-01 8.879754853844225304e-02 1.179313004335135473e-01 5.468399362424488652e-01 -1.294116183368219763e+00 4.310132442758024540e-01 -1.169941077585288536e+00 -1.658612214421661513e+00 2.036791968055479407e-01 -8.530305048151149983e-01 9.353506482579565517e-01 2.519087085340857013e-01 -9.873187558759820293e-02 4.512771135051611981e-01 -1.086181117200710533e+00 3.078069018623753594e-01 3.123637942953641500e-01
-2.167278814388438890e-02 -2.738051715582752177e+00 -3.747231009804655733e-01 6.935256511671353818e-01 5.157778939634388715e-01 -1.379279424753687922e+00 -2.847135669712587358e+00 -6.443443543116166711e-03 1.683371832053815575e+00 1.519935624254390216e+00 -2.165406322988072674e+00 2.114897214661637381e-01 1.642701399611626423e+00 -9.651672787173475043e-02 4.117470234774465720e-01 7.694345694575839278e-01 3.994318784678604350e-01 -1.311218349338531874e+00 6.874076748902467615e-02 -1.422099558002049291e-01
6.577195219632760159e-02 -1.521243632507185195e+00 -1.330920883821537837e+00 7.052997291559923720e-01 -2.115558143629467480e+00 -1.723497039434347400e+00 -1.277134906847658513e+00 -9.979905291682416024e-01 1.642276767349004851e+00 3.588583361391498583e-01 -1.908003752685642207e-01 -1.060268818853951744e+00 -2.329651312556289475e-02 -1.962516268699281863e+00 -1.302924446614089626e-01 9.517838157305630320e-01 4.145981409138840834e-01 -3.939177453771671722e-01 -1.294252354819282802e+00 2.121344573825933555e+00
1.737853980825836697e-01 1.292780321200299731e+00 -4.533864079798266555e-01 -2.198094159041160012e+00 1.123582774128794037e+00 -2.307021528391560161e-01 -4.371103651406189616e-01 -6.184397427269672232e-01 7.475914640058908267e-01 2.121270528933544064e+00 6.255221044521434015e-01 2.847620919010211693e-02 1.983595828607838396e-01 7.143551984921280018e-02 3.265592260977815964e-01 -1.344240456818260654e+00 1.774117800683013280e-01 -1.129674323763403265e+00 2.368883845407495081e-01 9.131540992378849031e-02
-1.166056754849165378e+00 -1.638930498414050030e+00 -1.194192307815006737e+00 1.521695987169090269e+00 -1.280699816492055332e+00 1.200926821255746679e+00 -6.504514332313671154e-01 3.778714557344466929e-01 -1.148753284340685438e-01 -7.695467508592888084e-01 1.094250765198289954e-01 1.310349416157440938e+00 9.350023649537264614e-02 4.474228080555622822e-01 -3.944089884788290479e-01 -4.858543990896646014e-01 2.832149224957314360e-01 6.756773650107483764e-01 4.440544932643193943e-01 -1.246481365136326902e+00
